video_id,segment_id,segment_sec,start_time,end_time,character,expected_emotion,predicted_emotion,detection_count,character_count,emotion_count,mismatch_score,entropy_score,transition_score,diversity_score,emotion_confidence_score,expected_emotion_probability,emotion_intensity_score,emotion_distance_score,valence_flip_rate,arousal_change_score,emotion_change_count,emotion_change_rate,character_emotion_rarity_score,youtube_highlight_score,is_highlight,mismatch_delta,entropy_delta,dominant_emotion_changed,surprise_spike,rolling_mismatch_mean_15sec,rolling_entropy_std_15sec,high_mismatch_duration_sec,highlight_rank_score,highlight_score_temporal_smoothed,highlight_temporal_smooth_rank_score,emotion_missing,has_detection,seconds_since_last_detection,mismatch_score_vs_prev3,mismatch_score_spike_vs_prev3max,entropy_score_vs_prev3,entropy_score_spike_vs_prev3max,transition_score_vs_prev3,transition_score_spike_vs_prev3max,diversity_score_vs_prev3,diversity_score_spike_vs_prev3max,emotion_confidence_score_vs_prev3,emotion_confidence_score_spike_vs_prev3max,emotion_intensity_score_vs_prev3,emotion_intensity_score_spike_vs_prev3max,mismatch_score_is_local_peak,mismatch_score_vs_neighbor_mean,mismatch_score_vs_local5_mean,mismatch_score_ratio_to_local5_max,entropy_score_is_local_peak,entropy_score_vs_neighbor_mean,entropy_score_vs_local5_mean,entropy_score_ratio_to_local5_max,transition_score_is_local_peak,transition_score_vs_neighbor_mean,transition_score_vs_local5_mean,transition_score_ratio_to_local5_max,diversity_score_is_local_peak,diversity_score_vs_neighbor_mean,diversity_score_vs_local5_mean,diversity_score_ratio_to_local5_max,emotion_confidence_score_is_local_peak,emotion_confidence_score_vs_neighbor_mean,emotion_confidence_score_vs_local5_mean,emotion_confidence_score_ratio_to_local5_max,emotion_intensity_score_is_local_peak,emotion_intensity_score_vs_neighbor_mean,emotion_intensity_score_vs_local5_mean,emotion_intensity_score_ratio_to_local5_max,mismatch_score_x_detected,entropy_score_x_detected,transition_score_x_detected,diversity_score_x_detected,surprise_spike_x_detected,emotion_intensity_score_x_detected,relative_time,is_late_part,is_middle_part,predicted_youtube_highlight_score_temporal_v2_raw,predicted_youtube_highlight_score_temporal_v2_smoothed,temporal_v2_residual_smoothed,data_split,predicted_top_highlight_raw,predicted_top_highlight_smoothed,predicted_top_highlight_diverse_smoothed
vW0IQoSweVI,332,5,1655,1660,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9634542705971284,1,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.9405752726487424,1.0,1,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9678362573099415,1,0,0.9245270123848295,0.9243740779305685,0.03908019266655993,train,1,1,1
vW0IQoSweVI,302,5,1505,1510,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8543090648958007,1,-0.6000000000000001,0.0,0,0.0,0.2,0.0,0,0.9795918367346939,0.8619371558147075,0.9795918367346939,1,0,5,-0.20000000000000004,-0.6000000000000001,0.0,0.0,0.0,0.0,-0.06547619047619047,-0.1964285714285714,-0.1126440366109212,-0.3379321098327636,-0.25652894799907994,-0.7695868439972399,0,-0.30000000000000004,-0.12000000000000004,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0,-0.0982142857142857,-0.03928571428571428,0.0,0,-0.1689660549163818,-0.06758642196655272,0.0,0,-0.38479342199861993,-0.15391736879944798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8801169590643275,1,0,0.9214134855795425,0.9214374454058785,-0.06712838051007775,train,1,1,1
vW0IQoSweVI,334,5,1665,1670,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6950880034553475,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9475218658892128,0.7608446927977524,0.9620991253644315,1,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9736842105263158,1,0,0.9203206238313825,0.9199247346616932,-0.22483673120634573,train,1,1,1
vW0IQoSweVI,300,5,1495,1500,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.7366253644314862,1,0.0,0.0,0,0.0,0.0,0.0,0,0.956268221574344,0.7559209480617641,0.956268221574344,1,0,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.30000000000000004,-0.12000000000000004,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0,-0.0982142857142857,-0.03928571428571428,0.0,0,-0.1689660549163818,-0.06758642196655272,0.0,0,-0.38479342199861993,-0.15391736879944798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8742690058479532,1,0,0.9128335740434196,0.9127793643896682,-0.17615399995818204,train,1,1,1
vW0IQoSweVI,304,5,1515,1520,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8929138321995469,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9854227405247813,0.8890011175898934,0.9883381924198251,1,0,15,-0.20000000000000004,-0.6000000000000001,0.0,0.0,0.0,0.0,-0.06547619047619047,-0.1964285714285714,-0.1126440366109212,-0.3379321098327636,-0.25652894799907994,-0.7695868439972399,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8859649122807017,1,0,0.8929100794263953,0.8959104638933151,-0.0029966316937681814,stratified_test,1,1,1
vW0IQoSweVI,330,5,1645,1650,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.7232469495734823,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9533527696793003,0.7614390832523503,0.9650145772594753,1,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9619883040935673,1,0,0.9162597011666946,0.8942857526817352,-0.1710388031082528,train,1,1,1
vW0IQoSweVI,306,5,1525,1530,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.7564783770651128,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9591836734693877,0.7844624068675097,0.9708454810495627,1,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8918128654970761,1,0,0.8940246601911301,0.8937298861780528,-0.13725150911294004,train,1,1,1
vW0IQoSweVI,320,5,1595,1600,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.616803530936185,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9125364431486881,0.6293169420149018,0.9096209912536443,1,0,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,-0.08000000000000003,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,-0.02678571428571428,0.0,1,0.0,-0.09227029681205749,0.0,1,0.0,-0.07140031907707448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9327485380116959,1,0,0.8866447924336619,0.8845389782522661,-0.2677354473160811,train,1,1,1
vW0IQoSweVI,315,5,1570,1575,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.680836977648202,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9416909620991254,0.6806586113810602,0.9329446064139941,1,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9181286549707602,1,0,0.8839333115994116,0.883745146416843,-0.20290816876864104,train,1,1,1
vW0IQoSweVI,317,5,1580,1585,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6807445200302344,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9387755102040817,0.6816507612568838,0.9358600583090378,1,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9239766081871345,1,0,0.8785431533290441,0.8784051355419955,-0.19766061551176106,train,1,1,1
vW0IQoSweVI,263,5,1310,1315,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.850300318540113,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9766763848396501,0.8379805312601223,0.9766763848396501,1,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7660818713450293,1,0,0.878918629106738,0.8759372525106097,-0.02563693397049671,train,1,1,1
vW0IQoSweVI,313,5,1560,1565,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6348496382680058,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9212827988338192,0.6419572292409028,0.9125364431486881,1,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9122807017543859,1,0,0.8806349415203417,0.8632031991031467,-0.2283535608351409,train,1,1,1
vW0IQoSweVI,265,5,1320,1325,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.7196323291221292,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9504373177842566,0.7565424954108653,0.9591836734693877,1,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.375,-0.15000000000000002,0.0,0,-0.1781035935540111,-0.07124143742160444,0.0,1,0.0,0.0,0.0,0,-0.1339285714285714,-0.05357142857142856,0.0,0,-0.1641319990158081,-0.06565279960632324,0.0,0,-0.2768454192439093,-0.11073816769756373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7719298245614035,1,0,0.8365054521089016,0.8359239323670288,-0.11629160324489962,train,1,1,1
vW0IQoSweVI,308,5,1535,1540,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6158601932836626,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9096209912536443,0.6476431972789118,0.9154518950437318,1,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8976608187134503,1,0,0.8360707979193446,0.8323705969403064,-0.21651040365664376,train,1,1,1
vW0IQoSweVI,208,5,1035,1040,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.7768518518518519,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9664723032069971,0.7549675790951305,0.9533527696793003,1,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6052631578947368,0,1,0.7245827128576466,0.7263164459078024,0.05053540594404948,stratified_test,1,1,1
vW0IQoSweVI,324,5,1615,1620,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6146164021164013,1,0.0,0.0,0,0.0,0.1333333333333333,0.0,0,0.9067055393586005,0.6081486826476614,0.9037900874635568,1,0,10,-0.13333333333333333,-0.4,0.0,0.0,0.0,0.0,-0.04464285714285713,-0.1339285714285714,-0.15378382802009583,-0.4613514840602875,-0.11900053179512414,-0.3570015953853724,1,0.0,-0.08000000000000003,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,-0.02678571428571428,0.0,1,0.0,-0.09227029681205749,0.0,1,0.0,-0.07140031907707448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,1,0,0.7206987925311408,0.7163897347612941,-0.10177333264489274,train,1,1,1
vW0IQoSweVI,311,5,1550,1555,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5675116078177302,0,0.0,0.0,0,0.0,0.0,0.0,0,0.880466472303207,0.5839396609437426,0.880466472303207,1,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9064327485380117,1,0,0.7000174689681594,0.6998556747983267,-0.13234406698059642,stratified_test,0,0,1
vW0IQoSweVI,328,5,1635,1640,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3525732912212521,0,0.0,0.0,0,0.0,0.0,0.0,0,0.7434402332361516,0.448920262390672,0.8163265306122449,1,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.956140350877193,1,0,0.6978555944300728,0.6962073016791612,-0.34363401045790914,stratified_test,0,0,1
vW0IQoSweVI,326,5,1625,1630,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.520485773674545,0,0.0,0.0,0,0.0,0.0,0.0,0,0.8542274052478134,0.5306208238851067,0.8483965014577259,1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9502923976608187,1,0,0.6881369953261628,0.6878946776522087,-0.16740890397766373,stratified_test,0,0,1
